P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
40205,lace medium cream honeydew lemon,Manufacturer#2,Brand#23,MEDIUM BRUSHED COPPER,46,SM CAN,1145.20," according to"
40206,sandy bisque smoke salmon burlywood,Manufacturer#3,Brand#32,LARGE POLISHED TIN,43,MED JAR,1146.20,ons. ironic
40207,blue blanched spring brown violet,Manufacturer#2,Brand#23,MEDIUM BRUSHED NICKEL,11,JUMBO PACK,1147.20,quests according to 
40208,frosted tan forest green red,Manufacturer#3,Brand#35,PROMO PLATED TIN,27,LG BOX,1148.20,quests wake furiou
40209,honeydew coral purple black navy,Manufacturer#1,Brand#14,LARGE PLATED STEEL,2,MED DRUM,1149.20,ously blithe
40210,midnight bisque royal navajo lemon,Manufacturer#2,Brand#21,LARGE BURNISHED BRASS,44,WRAP JAR,1150.21,furious
40211,violet pale goldenrod drab lawn,Manufacturer#3,Brand#31,ECONOMY ANODIZED TIN,46,MED PKG,1151.21,posits hag
40212,slate navajo coral indian chiffon,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,12,SM PACK,1152.21," even deposits wa"
40213,grey navajo magenta orchid maroon,Manufacturer#3,Brand#34,ECONOMY PLATED COPPER,22,SM PKG,1153.21,uthlessly 
40214,honeydew powder cornsilk misty navajo,Manufacturer#2,Brand#23,ECONOMY POLISHED BRASS,40,LG CAN,1154.21,orbits. carefully f
40215,khaki moccasin sky violet dark,Manufacturer#5,Brand#53,PROMO BRUSHED COPPER,33,LG DRUM,1155.21,arefully spec
40216,tomato saddle snow red maroon,Manufacturer#1,Brand#14,SMALL POLISHED COPPER,21,JUMBO CAN,1156.21,ording to the bold d
40217,smoke gainsboro cream orange drab,Manufacturer#1,Brand#11,MEDIUM ANODIZED COPPER,23,JUMBO CASE,1157.21,ckages.
40218,turquoise drab magenta red metallic,Manufacturer#2,Brand#21,PROMO BURNISHED TIN,27,SM JAR,1158.21,counts.
40219,indian forest firebrick chocolate salmon,Manufacturer#3,Brand#31,LARGE ANODIZED TIN,8,MED PKG,1159.21,enticing theo
40220,linen ghost maroon lace hot,Manufacturer#1,Brand#15,PROMO BRUSHED NICKEL,46,JUMBO PKG,1160.22,equests about the 
40221,firebrick navajo lavender turquoise frosted,Manufacturer#3,Brand#31,SMALL BRUSHED NICKEL,17,LG BOX,1161.22," against t"
40222,linen burlywood drab plum black,Manufacturer#3,Brand#31,MEDIUM BRUSHED NICKEL,38,JUMBO BOX,1162.22," thinl"
40223,burnished purple pink rose lawn,Manufacturer#5,Brand#52,MEDIUM BURNISHED COPPER,8,JUMBO PACK,1163.22,ts. ironic package
40224,dark blanched aquamarine papaya wheat,Manufacturer#3,Brand#33,MEDIUM BRUSHED TIN,39,LG CASE,1164.22,instru
40225,ghost blanched lemon midnight blush,Manufacturer#1,Brand#13,PROMO POLISHED STEEL,14,LG CAN,1165.22,refull
40226,lace goldenrod dim puff tan,Manufacturer#4,Brand#44,ECONOMY PLATED NICKEL,39,LG DRUM,1166.22,yly express packages 
40227,rosy navy midnight ivory almond,Manufacturer#2,Brand#25,SMALL PLATED NICKEL,10,WRAP DRUM,1167.22," haggle. special p"
40228,brown smoke ivory orange lace,Manufacturer#4,Brand#41,ECONOMY ANODIZED TIN,49,JUMBO CASE,1168.22,regular packages wake 
40229,blanched green plum snow peach,Manufacturer#5,Brand#55,LARGE BURNISHED NICKEL,14,SM PKG,1169.22,es. quickl
40230,misty olive gainsboro ivory frosted,Manufacturer#3,Brand#33,MEDIUM BURNISHED STEEL,46,MED PACK,1170.23,zzle packages. qui
40231,cornsilk powder honeydew dim bisque,Manufacturer#5,Brand#54,STANDARD ANODIZED NICKEL,28,MED CASE,1171.23,ke agains
40232,tan tomato slate cream coral,Manufacturer#4,Brand#45,LARGE POLISHED NICKEL,50,SM JAR,1172.23,t the packages boos
40233,aquamarine puff indian peru blanched,Manufacturer#5,Brand#52,ECONOMY ANODIZED STEEL,8,LG CAN,1173.23,bove the asymptot
40234,azure magenta maroon sandy grey,Manufacturer#5,Brand#52,LARGE BURNISHED TIN,14,LG DRUM,1174.23," slyly final deposits"
40235,thistle sky ghost saddle dim,Manufacturer#2,Brand#25,MEDIUM BRUSHED TIN,36,SM PKG,1175.23,ns haggle. slyly u
40236,cornflower sandy grey peach khaki,Manufacturer#5,Brand#55,SMALL POLISHED NICKEL,8,SM CAN,1176.23,. fluffily even re
40237,cornsilk brown tan black lime,Manufacturer#2,Brand#21,LARGE BRUSHED BRASS,42,MED BOX,1177.23,posits 
40238,sky midnight white lawn brown,Manufacturer#3,Brand#32,ECONOMY ANODIZED STEEL,14,JUMBO PKG,1178.23,ironic
40239,bisque saddle gainsboro orchid powder,Manufacturer#1,Brand#15,ECONOMY POLISHED NICKEL,9,JUMBO BAG,1179.23,g to the final package
40240,pale steel smoke light wheat,Manufacturer#2,Brand#22,STANDARD BRUSHED STEEL,6,WRAP BAG,1180.24,furiously unusual fo
40241,ivory dark snow brown dim,Manufacturer#5,Brand#51,SMALL POLISHED COPPER,13,SM JAR,1181.24,s. slyly pend
40242,mint misty hot green plum,Manufacturer#4,Brand#43,LARGE ANODIZED NICKEL,46,JUMBO CASE,1182.24,y special instr
40243,navajo medium blanched deep powder,Manufacturer#4,Brand#42,SMALL PLATED TIN,13,SM BOX,1183.24,cies cajole slyly? p
40244,tan deep burlywood rose magenta,Manufacturer#5,Brand#54,LARGE BURNISHED STEEL,16,LG JAR,1184.24," accounts. quickly"
40245,lace chiffon green cream sandy,Manufacturer#4,Brand#42,ECONOMY BRUSHED COPPER,44,MED CASE,1185.24,xes. s
40246,ivory cornsilk gainsboro sky cornflower,Manufacturer#5,Brand#54,STANDARD ANODIZED STEEL,29,SM JAR,1186.24,ses are. furiously spe
40247,turquoise thistle burlywood sky tomato,Manufacturer#5,Brand#55,MEDIUM BRUSHED COPPER,20,SM DRUM,1187.24,xpress a
40248,ivory gainsboro deep dodger turquoise,Manufacturer#3,Brand#35,SMALL BURNISHED NICKEL,37,JUMBO PACK,1188.24,ly quick accounts. 
40249,sienna dark sky floral chocolate,Manufacturer#5,Brand#51,STANDARD PLATED NICKEL,37,JUMBO CAN,1189.24,. final request
40250,plum royal chocolate ghost tan,Manufacturer#1,Brand#14,PROMO BURNISHED TIN,29,LG PACK,1190.25,lithely s
40251,slate cyan pink aquamarine navy,Manufacturer#4,Brand#44,PROMO PLATED STEEL,13,MED JAR,1191.25,fully blithely un
40252,cornsilk pale light goldenrod azure,Manufacturer#1,Brand#13,ECONOMY POLISHED STEEL,20,MED DRUM,1192.25,the instructions. furi
40253,dodger drab burlywood lawn brown,Manufacturer#4,Brand#43,PROMO PLATED STEEL,26,SM BOX,1193.25," to the "
40254,peru chiffon wheat papaya light,Manufacturer#4,Brand#42,SMALL POLISHED COPPER,32,MED PKG,1194.25,ely above t
40255,red royal medium khaki blue,Manufacturer#2,Brand#24,STANDARD PLATED TIN,44,LG PKG,1195.25," the "
40256,tan goldenrod dark cyan beige,Manufacturer#5,Brand#52,STANDARD BURNISHED BRASS,15,LG BOX,1196.25,carefull
40257,medium almond aquamarine violet drab,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,36,JUMBO CAN,1197.25,pendencies. ru
40258,deep metallic dodger white cornflower,Manufacturer#1,Brand#11,STANDARD POLISHED NICKEL,46,MED JAR,1198.25,d requests use c
40259,metallic yellow blanched floral wheat,Manufacturer#4,Brand#41,PROMO BRUSHED COPPER,18,LG BOX,1199.25,ep. ironic wa
40260,plum goldenrod rosy forest tan,Manufacturer#5,Brand#52,LARGE POLISHED BRASS,28,LG CAN,1200.26,ular 
40261,puff brown chiffon orchid light,Manufacturer#2,Brand#21,SMALL BRUSHED TIN,31,LG DRUM,1201.26,. regular t
40262,seashell light orchid misty chocolate,Manufacturer#2,Brand#24,ECONOMY ANODIZED STEEL,30,JUMBO CAN,1202.26,ously r
40263,orange antique linen cornsilk maroon,Manufacturer#1,Brand#12,SMALL ANODIZED NICKEL,25,WRAP JAR,1203.26,yly slyly ironic accou
40264,ivory medium rosy misty dodger,Manufacturer#2,Brand#23,LARGE ANODIZED STEEL,23,JUMBO JAR,1204.26,ag busily instructions
40265,thistle misty burnished smoke midnight,Manufacturer#1,Brand#13,ECONOMY PLATED TIN,1,JUMBO JAR,1205.26,ctions. 
40266,thistle sandy dark indian snow,Manufacturer#1,Brand#13,SMALL PLATED COPPER,12,JUMBO BAG,1206.26,gular packages. qu
40267,coral blanched lime floral pale,Manufacturer#1,Brand#13,ECONOMY BRUSHED BRASS,31,LG CASE,1207.26,eodolites. quickly re
40268,plum azure mint grey lawn,Manufacturer#1,Brand#15,SMALL ANODIZED BRASS,42,JUMBO DRUM,1208.26," final accounts. "
40269,plum orchid khaki ghost almond,Manufacturer#1,Brand#13,ECONOMY BURNISHED BRASS,9,LG PKG,1209.26,he quickly b
40270,lime frosted beige rose midnight,Manufacturer#3,Brand#35,LARGE ANODIZED TIN,47,JUMBO DRUM,1210.27,riously 
40271,coral midnight chartreuse linen ghost,Manufacturer#3,Brand#32,LARGE BRUSHED TIN,43,JUMBO BOX,1211.27,ccounts. bold req
40272,light orange black orchid midnight,Manufacturer#4,Brand#41,LARGE ANODIZED STEEL,50,JUMBO BOX,1212.27,ructions: bold d
40273,frosted moccasin ivory slate rose,Manufacturer#2,Brand#24,PROMO BRUSHED NICKEL,40,SM PKG,1213.27,he bli
40274,bisque beige indian gainsboro misty,Manufacturer#1,Brand#12,LARGE BURNISHED NICKEL,18,SM PACK,1214.27,uffily
40275,goldenrod hot azure grey sandy,Manufacturer#2,Brand#21,PROMO ANODIZED TIN,24,JUMBO PKG,1215.27,blithely a
40276,orchid sandy grey cyan rose,Manufacturer#4,Brand#44,STANDARD ANODIZED STEEL,40,JUMBO BOX,1216.27,ven platelets! foxes a
40277,sky smoke cornsilk red pale,Manufacturer#2,Brand#23,LARGE BRUSHED NICKEL,31,SM PACK,1217.27,sits. expr
40278,dark antique bisque violet rose,Manufacturer#4,Brand#41,LARGE ANODIZED NICKEL,22,SM PACK,1218.27,n patterns afte
40279,salmon medium blanched linen rosy,Manufacturer#4,Brand#43,MEDIUM PLATED TIN,16,MED BAG,1219.27,l dep
40280,tomato chiffon mint orange blush,Manufacturer#2,Brand#24,ECONOMY BURNISHED NICKEL,40,JUMBO PKG,1220.28,ests. even requests
40281,cream misty tomato pale beige,Manufacturer#1,Brand#11,SMALL BRUSHED STEEL,4,MED JAR,1221.28,he final packages m
40282,pale medium bisque spring blue,Manufacturer#1,Brand#15,LARGE BRUSHED BRASS,33,WRAP PACK,1222.28,", ironic courts."
40283,ivory lavender brown yellow grey,Manufacturer#5,Brand#55,LARGE ANODIZED TIN,27,WRAP PACK,1223.28,nto beans s
40284,cornsilk hot midnight wheat sienna,Manufacturer#3,Brand#32,ECONOMY BRUSHED STEEL,38,WRAP BAG,1224.28,uickly about t
40285,pink maroon tomato almond coral,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,40,JUMBO DRUM,1225.28,old asymptotes 
40286,royal lemon midnight white peach,Manufacturer#2,Brand#23,STANDARD ANODIZED STEEL,45,SM PKG,1226.28,d frays
40287,forest orchid metallic chocolate coral,Manufacturer#3,Brand#34,SMALL POLISHED NICKEL,22,JUMBO DRUM,1227.28,wake quickly. even 
40288,cornflower sky burlywood azure blush,Manufacturer#5,Brand#51,PROMO BURNISHED NICKEL,18,MED JAR,1228.28,ding foxes 
40289,powder indian hot rose cyan,Manufacturer#4,Brand#44,SMALL BURNISHED STEEL,32,JUMBO DRUM,1229.28," alongsid"
40290,pale burlywood khaki light chiffon,Manufacturer#2,Brand#22,LARGE PLATED COPPER,44,SM PACK,1230.29,kages cajole fu
40291,metallic red midnight black coral,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,26,WRAP BOX,1231.29,wake 
40292,linen coral seashell mint navy,Manufacturer#5,Brand#52,PROMO POLISHED NICKEL,6,MED DRUM,1232.29,ly acc
40293,navy sky salmon aquamarine green,Manufacturer#2,Brand#25,MEDIUM BRUSHED BRASS,18,LG BAG,1233.29,p furi
40294,beige orchid misty tan drab,Manufacturer#5,Brand#54,ECONOMY BRUSHED BRASS,14,SM JAR,1234.29,ccoun
40295,slate plum drab violet smoke,Manufacturer#5,Brand#55,ECONOMY POLISHED BRASS,8,SM CASE,1235.29,cial accounts-- 
40296,rosy forest spring violet frosted,Manufacturer#3,Brand#31,MEDIUM BRUSHED BRASS,19,JUMBO BOX,1236.29,lyly pending dugo
40297,pink dark royal dim slate,Manufacturer#4,Brand#41,LARGE BRUSHED STEEL,39,MED CAN,1237.29," ironic, regular inst"
40298,chiffon floral almond chocolate firebrick,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,35,MED PKG,1238.29,ffily expre
40299,navajo violet bisque honeydew metallic,Manufacturer#1,Brand#15,PROMO POLISHED BRASS,32,WRAP DRUM,1239.29,slowly even ideas. ins
40300,khaki tomato grey yellow dodger,Manufacturer#3,Brand#34,ECONOMY ANODIZED COPPER,28,WRAP BAG,1240.30,es. sly
40301,bisque khaki medium indian blush,Manufacturer#4,Brand#44,ECONOMY PLATED TIN,36,SM BAG,1241.30,accounts ar
40302,midnight salmon antique olive goldenrod,Manufacturer#3,Brand#32,MEDIUM ANODIZED TIN,24,SM DRUM,1242.30," ironic instructi"
40303,purple bisque beige orange saddle,Manufacturer#5,Brand#55,PROMO ANODIZED STEEL,21,LG BOX,1243.30,egular foxes. regul
40304,peru blush sienna wheat royal,Manufacturer#4,Brand#42,LARGE PLATED BRASS,38,LG BOX,1244.30," blithe"
40305,navy grey cream slate lavender,Manufacturer#3,Brand#31,LARGE BURNISHED BRASS,23,LG DRUM,1245.30,ully carefully pe
40306,rosy mint cyan peru pale,Manufacturer#5,Brand#53,MEDIUM PLATED BRASS,9,WRAP CASE,1246.30,quickly ruthl
40307,light brown thistle steel sky,Manufacturer#3,Brand#35,STANDARD BURNISHED NICKEL,49,JUMBO PKG,1247.30,ts print
40308,khaki indian moccasin grey papaya,Manufacturer#2,Brand#23,LARGE ANODIZED COPPER,44,JUMBO PKG,1248.30,across the ir
40309,blue grey gainsboro lime blanched,Manufacturer#4,Brand#43,PROMO ANODIZED TIN,17,MED CAN,1249.30," carefully above the"
40310,deep lawn rosy tan burlywood,Manufacturer#2,Brand#22,SMALL BRUSHED STEEL,14,LG PKG,1250.31," packages. blithely"
40311,grey red dark azure medium,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,33,WRAP CAN,1251.31,ins i
40312,dim moccasin deep thistle linen,Manufacturer#1,Brand#13,LARGE ANODIZED BRASS,37,WRAP DRUM,1252.31,ake blithely
40313,floral forest almond black moccasin,Manufacturer#5,Brand#54,SMALL POLISHED TIN,15,SM BOX,1253.31,posits among the slyly
40314,antique salmon brown thistle turquoise,Manufacturer#1,Brand#14,LARGE ANODIZED STEEL,31,WRAP BOX,1254.31,pecial f
40315,sky wheat lavender aquamarine smoke,Manufacturer#5,Brand#55,PROMO ANODIZED STEEL,45,MED JAR,1255.31,ckly even pinto 
40316,azure puff floral lemon orange,Manufacturer#2,Brand#25,LARGE BURNISHED STEEL,26,MED PKG,1256.31,y furiou
40317,dark aquamarine chocolate deep salmon,Manufacturer#4,Brand#41,SMALL BURNISHED BRASS,19,JUMBO CASE,1257.31,ring depos
40318,spring dim green peru burlywood,Manufacturer#1,Brand#12,STANDARD POLISHED BRASS,37,JUMBO JAR,1258.31," ironi"
40319,coral sienna almond mint lemon,Manufacturer#1,Brand#13,PROMO ANODIZED TIN,30,SM JAR,1259.31,e. blit
40320,steel saddle almond sky dodger,Manufacturer#1,Brand#15,PROMO BURNISHED COPPER,21,WRAP CAN,1260.32,sly wit
40321,orange puff pink thistle powder,Manufacturer#4,Brand#44,STANDARD POLISHED COPPER,7,SM PACK,1261.32,"ual, even pa"
40322,tomato orange olive royal puff,Manufacturer#4,Brand#43,LARGE PLATED BRASS,30,SM JAR,1262.32,eep qu
40323,metallic deep white frosted powder,Manufacturer#4,Brand#44,LARGE BURNISHED BRASS,4,MED PKG,1263.32,nto beans boost
40324,black thistle sienna navy ivory,Manufacturer#1,Brand#11,STANDARD BRUSHED TIN,19,WRAP DRUM,1264.32,iously expr
40325,dim snow plum misty light,Manufacturer#2,Brand#25,ECONOMY POLISHED BRASS,33,JUMBO DRUM,1265.32," bold o"
40326,deep sky almond dark salmon,Manufacturer#2,Brand#22,STANDARD PLATED TIN,49,WRAP DRUM,1266.32,ronic f
40327,mint salmon navajo cream sandy,Manufacturer#2,Brand#22,MEDIUM BURNISHED STEEL,16,LG CASE,1267.32,s caj
40328,black gainsboro hot cyan magenta,Manufacturer#2,Brand#22,SMALL ANODIZED BRASS,22,LG BOX,1268.32,nal packages acros
40329,royal lavender misty rose midnight,Manufacturer#3,Brand#33,SMALL POLISHED TIN,46,LG JAR,1269.32,ilent th
40330,dodger orange ivory brown navy,Manufacturer#5,Brand#52,STANDARD ANODIZED BRASS,30,WRAP CAN,1270.33,ns use furiously agai
40331,grey antique papaya olive peru,Manufacturer#1,Brand#13,MEDIUM POLISHED COPPER,14,JUMBO BAG,1271.33,"ss accounts; even, un"
40332,moccasin lawn rosy spring peru,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,40,WRAP JAR,1272.33,ans sleep qui
40333,azure smoke cornflower beige lemon,Manufacturer#3,Brand#34,STANDARD BRUSHED TIN,47,MED BOX,1273.33,y even pinto beans. f
40334,navy purple lemon misty plum,Manufacturer#5,Brand#55,SMALL PLATED NICKEL,32,JUMBO PKG,1274.33,ial theodo
40335,beige pink dim dark rosy,Manufacturer#5,Brand#52,PROMO BRUSHED BRASS,28,JUMBO PKG,1275.33,ss the care
40336,orchid lemon lime metallic linen,Manufacturer#1,Brand#11,ECONOMY PLATED NICKEL,42,WRAP BAG,1276.33,uriously quick request
40337,royal purple navajo plum coral,Manufacturer#4,Brand#43,ECONOMY BRUSHED STEEL,22,LG BOX,1277.33,rays unwind c
40338,ghost cream salmon lawn chartreuse,Manufacturer#5,Brand#54,SMALL PLATED STEEL,7,MED JAR,1278.33,ously regular a
40339,burnished midnight seashell cyan chiffon,Manufacturer#1,Brand#11,LARGE POLISHED TIN,38,JUMBO BOX,1279.33,to th
40340,chiffon misty rose navy brown,Manufacturer#1,Brand#13,MEDIUM BRUSHED TIN,41,MED CASE,1280.34,ag fluffily among t
40341,lavender metallic blush misty thistle,Manufacturer#5,Brand#54,MEDIUM POLISHED STEEL,12,SM JAR,1281.34,ly. blithely silent 
40342,moccasin spring steel white sienna,Manufacturer#5,Brand#55,STANDARD ANODIZED TIN,37,WRAP CASE,1282.34,instru
40343,navy khaki dim black gainsboro,Manufacturer#2,Brand#24,PROMO POLISHED STEEL,7,LG PKG,1283.34,as sleep blithely sp
40344,floral orchid chartreuse papaya ghost,Manufacturer#4,Brand#43,MEDIUM BURNISHED NICKEL,21,MED BOX,1284.34,blithely regular
40345,red maroon lemon mint turquoise,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,41,JUMBO BAG,1285.34," regular e"
40346,cornsilk grey violet pale ghost,Manufacturer#2,Brand#22,MEDIUM BRUSHED TIN,17,SM CAN,1286.34,ial packages
40347,beige pink aquamarine lace light,Manufacturer#3,Brand#32,SMALL ANODIZED STEEL,45,SM PKG,1287.34,deposits:
40348,gainsboro rose turquoise royal blanched,Manufacturer#4,Brand#44,LARGE POLISHED COPPER,26,WRAP BAG,1288.34,into beans hag
40349,drab chocolate lawn navajo floral,Manufacturer#3,Brand#33,SMALL POLISHED TIN,16,JUMBO CASE,1289.34,urts cajole. iro
40350,sandy floral coral blush dark,Manufacturer#5,Brand#52,SMALL BURNISHED NICKEL,36,WRAP PACK,1290.35,s haggl
40351,lace plum metallic slate tomato,Manufacturer#3,Brand#31,SMALL BRUSHED COPPER,14,WRAP PKG,1291.35,riously final i
40352,orchid floral peru peach thistle,Manufacturer#1,Brand#12,LARGE BURNISHED NICKEL,13,JUMBO BAG,1292.35,jole after t
40353,medium spring firebrick steel metallic,Manufacturer#1,Brand#11,ECONOMY PLATED TIN,1,JUMBO CASE,1293.35,arefully unusual
40354,rosy hot frosted linen blush,Manufacturer#2,Brand#21,PROMO PLATED COPPER,48,WRAP BAG,1294.35,g furiously 
40355,floral medium honeydew almond orange,Manufacturer#3,Brand#35,MEDIUM PLATED TIN,26,JUMBO BOX,1295.35,ly ironic excuses nag
40356,tomato ghost snow chartreuse powder,Manufacturer#3,Brand#34,MEDIUM ANODIZED COPPER,5,JUMBO PKG,1296.35,ding to t
40357,thistle floral bisque royal chocolate,Manufacturer#2,Brand#24,PROMO ANODIZED TIN,39,SM BAG,1297.35,. carefu
40358,navy rose magenta maroon floral,Manufacturer#4,Brand#42,SMALL POLISHED TIN,15,SM BOX,1298.35," careful"
40359,saddle plum lawn rose pink,Manufacturer#1,Brand#11,LARGE POLISHED TIN,29,JUMBO CASE,1299.35,uriously carefu
40360,steel puff cream magenta khaki,Manufacturer#2,Brand#25,ECONOMY ANODIZED STEEL,16,SM CAN,1300.36,inst 
40361,gainsboro snow bisque white maroon,Manufacturer#3,Brand#35,SMALL POLISHED TIN,45,SM BAG,1301.36,y according 
40362,drab orange dodger dark chiffon,Manufacturer#3,Brand#31,ECONOMY PLATED TIN,14,LG PKG,1302.36,nding tithes accord
40363,midnight chocolate tan misty violet,Manufacturer#3,Brand#33,ECONOMY POLISHED STEEL,9,SM CAN,1303.36," carefully regular re"
40364,slate navy rosy frosted grey,Manufacturer#5,Brand#53,ECONOMY POLISHED COPPER,20,JUMBO CAN,1304.36,ironic foxes by the f
40365,aquamarine pink cornflower navy turquoise,Manufacturer#2,Brand#23,PROMO BURNISHED COPPER,17,SM BAG,1305.36,taphs alongside of 
40366,mint brown almond burnished cream,Manufacturer#3,Brand#34,MEDIUM BURNISHED NICKEL,6,JUMBO DRUM,1306.36,ironic Tiresi
40367,deep firebrick moccasin saddle seashell,Manufacturer#1,Brand#12,STANDARD ANODIZED NICKEL,32,WRAP CASE,1307.36,ges wake blithely.
40368,mint chiffon navajo burlywood firebrick,Manufacturer#5,Brand#51,STANDARD PLATED NICKEL,33,MED CASE,1308.36,ly according to
40369,orchid hot sienna lemon burlywood,Manufacturer#4,Brand#41,SMALL POLISHED STEEL,4,MED DRUM,1309.36,haggl
40370,blush red rosy purple plum,Manufacturer#5,Brand#54,MEDIUM PLATED NICKEL,38,WRAP JAR,1310.37,e the furio
40371,sandy gainsboro lace grey rosy,Manufacturer#3,Brand#31,MEDIUM POLISHED NICKEL,43,SM PKG,1311.37,ar accounts integrate
40372,tomato smoke drab chartreuse cornsilk,Manufacturer#1,Brand#14,LARGE BRUSHED STEEL,17,LG PACK,1312.37,eep slyly. blithely 
40373,burlywood magenta papaya honeydew chiffon,Manufacturer#3,Brand#32,STANDARD BRUSHED STEEL,8,WRAP PACK,1313.37,pinto 
40374,orange puff bisque sienna medium,Manufacturer#5,Brand#51,STANDARD POLISHED TIN,42,MED BAG,1314.37,ld excuses around 
40375,moccasin ghost blanched mint snow,Manufacturer#1,Brand#15,MEDIUM BURNISHED COPPER,33,SM BOX,1315.37,carefully quic
