L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5221096290,22945667,2945668,2,1.00,1711.52,0.09,0.00,"N","O","1996-06-03","1996-05-31","1996-06-20","COLLECT COD","AIR","en packages "
5221435143,156556791,9056807,5,35.00,64398.95,0.05,0.06,"N","O","1996-06-03","1996-07-31","1996-06-15","COLLECT COD","AIR","uffily even packages kindle according to "
5221553927,62580762,5080769,2,23.00,42311.72,0.07,0.06,"N","O","1996-06-03","1996-05-08","1996-06-24","DELIVER IN PERSON","MAIL","he express accounts cajole acc"
5221479777,123849034,6349047,4,48.00,46888.32,0.09,0.08,"N","O","1996-06-03","1996-04-22","1996-06-13","DELIVER IN PERSON","REG AIR"," pending requests. blithely ironic ac"
5221083718,137102875,9602889,2,1.00,1871.02,0.06,0.05,"N","O","1996-06-03","1996-05-18","1996-06-04","COLLECT COD","FOB","luffily even theodo"
5221494689,1763260,1763261,4,2.00,2646.36,0.09,0.08,"N","O","1996-06-03","1996-03-12","1996-06-30","TAKE BACK RETURN","REG AIR","he blithely regular deposits sle"
5221316387,101796815,4296826,1,35.00,66735.55,0.06,0.01,"N","O","1996-06-03","1996-06-25","1996-06-08","COLLECT COD","SHIP","nding platelets. furiously special i"
5221481025,113538009,6038021,2,23.00,23950.59,0.10,0.01,"N","O","1996-06-03","1996-03-29","1996-06-14","TAKE BACK RETURN","RAIL","fily final deposits. blithely express fo"
5221406019,164405261,6905278,3,2.00,2716.10,0.03,0.02,"N","O","1996-06-03","1996-04-15","1996-06-14","COLLECT COD","TRUCK","sly slow reques"
5221569124,138133274,5633314,1,45.00,58516.65,0.02,0.03,"N","O","1996-06-03","1996-04-28","1996-06-08","DELIVER IN PERSON","REG AIR","ular deposits believe carefully around"
5221488962,69011974,9011975,4,13.00,24472.76,0.06,0.04,"N","O","1996-06-03","1996-06-05","1996-06-19","TAKE BACK RETURN","MAIL","ies. fluffily fina"
5221494853,88479443,5979468,2,28.00,39704.56,0.08,0.03,"N","O","1996-06-03","1996-07-31","1996-06-22","NONE","RAIL","equests above the furiously even exc"
5221357991,22520815,7520820,3,50.00,91734.50,0.10,0.00,"N","O","1996-06-03","1996-07-26","1996-07-02","COLLECT COD","MAIL"," along the ironic, regula"
5221527623,169214626,6714675,4,1.00,1532.16,0.00,0.00,"N","O","1996-06-03","1996-05-19","1996-06-05","TAKE BACK RETURN","REG AIR","y. carefully regular excus"
5221561668,54644702,2144718,3,22.00,36167.34,0.03,0.08,"N","O","1996-06-03","1996-06-10","1996-06-25","TAKE BACK RETURN","RAIL","ts; blithely ev"
5221441379,177280563,7280564,5,31.00,47575.70,0.00,0.04,"N","O","1996-06-03","1996-07-13","1996-06-09","TAKE BACK RETURN","REG AIR","ending accounts wake along the deposit"
4821806566,182029483,2029484,2,43.00,60345.34,0.09,0.05,"N","O","1996-06-03","1996-04-30","1996-06-11","COLLECT COD","TRUCK","ly across the caref"
5221379012,180670350,5670387,1,15.00,19669.80,0.01,0.04,"N","O","1996-06-03","1996-03-25","1996-06-11","TAKE BACK RETURN","TRUCK","es haggle. bold ins"
5221331586,134208172,4208173,2,7.00,7514.22,0.01,0.08,"N","O","1996-06-03","1996-08-06","1996-06-04","NONE","SHIP","uses across the accounts sleep acc"
5221179138,16842473,1842476,3,3.00,4243.89,0.09,0.02,"N","O","1996-06-03","1996-08-04","1996-06-22","COLLECT COD","AIR","mptotes should sublate slyly "
5221413635,10947976,3447978,5,31.00,62726.33,0.07,0.06,"N","O","1996-06-03","1996-05-08","1996-06-21","NONE","AIR","ld courts are carefully special ideas. foxe"
5221199939,134482037,1982077,3,2.00,2024.62,0.06,0.04,"N","O","1996-06-03","1996-08-16","1996-06-23","DELIVER IN PERSON","AIR","e bold dinos. carefully final plate"
5221351041,94657390,7157400,6,14.00,18797.24,0.05,0.06,"N","O","1996-06-03","1996-04-19","1996-06-27","DELIVER IN PERSON","RAIL","quickly bold sauternes. ideas cajole furio"
5221521892,60972141,972142,3,17.00,20571.70,0.00,0.05,"N","O","1996-06-03","1996-04-06","1996-07-01","DELIVER IN PERSON","REG AIR"," regularly about the blith"
5221251045,20814022,3314025,3,20.00,18699.60,0.08,0.04,"N","O","1996-06-03","1996-07-06","1996-06-09","NONE","REG AIR","r, unusual ideas integrate-- slyly regu"
5221168448,111736860,1736861,1,45.00,85107.60,0.02,0.03,"N","O","1996-06-03","1996-05-20","1996-06-19","NONE","REG AIR","its integrate carefu"
5221322212,106167772,3667803,5,50.00,91723.50,0.08,0.08,"N","O","1996-06-03","1996-08-21","1996-06-24","DELIVER IN PERSON","MAIL"," doze blithely according to the braids. p"
5221315495,54858610,4858611,5,18.00,28185.66,0.00,0.00,"N","O","1996-06-03","1996-04-13","1996-06-09","NONE","MAIL"," are slyly ironic deposits; ironic d"
5221384673,103111410,611441,3,20.00,28325.20,0.10,0.06,"N","O","1996-06-03","1996-06-30","1996-06-08","COLLECT COD","REG AIR","se slyly bold "
5221540711,81506841,1506842,2,5.00,9218.85,0.03,0.07,"N","O","1996-06-03","1996-08-12","1996-06-24","COLLECT COD","REG AIR","tes integrate slyly slyly express pack"
5221425603,144936779,7436794,3,4.00,7234.12,0.00,0.00,"N","O","1996-06-03","1996-07-21","1996-06-17","TAKE BACK RETURN","TRUCK","s: blithely express i"
5221263686,36454165,8954169,1,10.00,11173.40,0.00,0.00,"N","O","1996-06-03","1996-05-29","1996-06-26","DELIVER IN PERSON","REG AIR"," ironic dependencies. regu"
5221333440,74397069,9397084,2,35.00,40682.25,0.10,0.08,"N","O","1996-06-03","1996-07-28","1996-06-04","DELIVER IN PERSON","TRUCK","ing to the theodolites cajole carefull"
5221514208,185438680,7938699,3,30.00,48282.30,0.10,0.01,"N","O","1996-06-03","1996-04-29","1996-07-03","TAKE BACK RETURN","SHIP","ckages. fluffily regular "
5221449831,31347894,8847904,5,33.00,64030.89,0.04,0.06,"N","O","1996-06-03","1996-07-26","1996-07-02","DELIVER IN PERSON","REG AIR","ackages. even dinos cajo"
5221114213,21145435,6145440,1,24.00,35505.12,0.00,0.08,"N","O","1996-06-03","1996-06-15","1996-06-08","DELIVER IN PERSON","FOB","eas. ideas nag carefully slyl"
5221055425,170804429,5804464,3,41.00,62520.49,0.10,0.08,"N","O","1996-06-03","1996-04-20","1996-06-13","NONE","REG AIR","gle furiously. final, regu"
5221071683,150903218,5903249,3,31.00,37623.77,0.00,0.03,"N","O","1996-06-03","1996-07-14","1996-06-09","TAKE BACK RETURN","MAIL","ntain around the bold packages. c"
5220121382,56839246,4339262,1,36.00,42566.40,0.02,0.03,"N","O","1996-06-03","1996-06-11","1996-07-02","NONE","FOB",", unusual deposits. carefully special"
5221098338,143540769,1040812,1,33.00,59485.47,0.07,0.03,"N","O","1996-06-03","1996-03-18","1996-06-12","COLLECT COD","TRUCK","after the express, bold pinto beans. fu"
5221435591,80564306,5564323,2,21.00,28691.88,0.00,0.00,"N","O","1996-06-03","1996-07-24","1996-06-25","NONE","RAIL","blithely. blithely final deposit"
5221069605,174525372,2025424,1,13.00,18052.45,0.00,0.04,"N","O","1996-06-03","1996-06-19","1996-06-08","DELIVER IN PERSON","AIR","ges haggle. slyly even foxes boost car"
5221258819,131505514,9005554,4,5.00,7564.70,0.01,0.01,"N","O","1996-06-03","1996-08-17","1996-07-02","DELIVER IN PERSON","MAIL","e slyly. quickl"
5221316864,145990293,8490308,3,45.00,61920.00,0.08,0.00,"N","O","1996-06-03","1996-05-30","1996-06-16","COLLECT COD","SHIP"," deposits nag blithely after "
5221220385,76536540,4036562,1,48.00,75490.56,0.09,0.07,"N","O","1996-06-03","1996-04-23","1996-06-15","TAKE BACK RETURN","TRUCK","usly sly deposits wa"
5221340613,44171684,1671697,1,31.00,54357.88,0.10,0.05,"N","O","1996-06-03","1996-08-19","1996-06-16","COLLECT COD","FOB","uriously furiou"
5220136352,150203221,203222,3,34.00,44768.48,0.10,0.03,"N","O","1996-06-03","1996-07-03","1996-07-03","DELIVER IN PERSON","TRUCK"," ironic platelets sleep about the carefull"
5221525126,44630125,9630134,7,46.00,48432.94,0.08,0.05,"N","O","1996-06-03","1996-04-29","1996-06-27","DELIVER IN PERSON","AIR","ters are quickly carefully regular a"
